ORDEN;bbdd_query;query;Procedimiento;bbdd_tabla;ORIGEN;DESTINO
584;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR_MENSUAL;3;;#ANT_EMPRESA;#TABLERO_MOTOR_FINAL
585;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR_MENSUAL;4;;#TABLERO_MOTOR_FINAL;#TABLERO_MOTOR_FINAL
586;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TABLERO_MOTOR_MENSUAL;5;;#TABLERO_MOTOR_FINAL;TRANSACCIONAL.DBO.TABLERO_MOTOR_FINAL_MENSUAL
587;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;1;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.BASE_PYG_MOTOR;TRANSACCIONAL.DBO.AUX1_PRIMA_GANADA_PYG
588;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;2;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX1_PRIMA_GANADA_PYG;TRANSACCIONAL.DBO.AUX
589;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;3;SOL;SOL.S1031EBB.RSASOLDB2.SUACSITE;TRANSACCIONAL.DBO.AUX2_PRIMA_GANADA_PYG
590;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;3;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX;TRANSACCIONAL.DBO.AUX2_PRIMA_GANADA_PYG
591;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;4;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX2_PRIMA_GANADA_PYG;TRANSACCIONAL.DBO.AUX3_PRIMA_GANADA_PYG
592;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;5;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX1_PRIMA_GANADA_PYG;TRANSACCIONAL.DBO.AUX4_PRIMA_GANADA_PYG
593;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;5;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX3_PRIMA_GANADA_PYG;TRANSACCIONAL.DBO.AUX4_PRIMA_GANADA_PYG
594;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;6;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX4_PRIMA_GANADA_PYG;TRANSACCIONAL.DBO.AUX5_ATRIBUTOS1
595;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;7;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX4_PRIMA_GANADA_PYG;TRANSACCIONAL.DBO.AUX5_ATRIBUTOS2
596;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;8;REPORTES;REPORTES.DBO.MI_A3_COMPLETO_FINAL;TRANSACCIONAL.DBO.COBERTURA_STRO
597;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;9;SGF1034;SGF1034.ACTUARIAL.DBO.PAGOS_RVAS;#INCURRIDO
598;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;9;TRANSACCIONAL;TRANSACCIONAL.DBO.COBERTURA_STRO;#INCURRIDO
599;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;10;;#INCURRIDO;#INCURRIDO2
600;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;10;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX5_ATRIBUTOS2;#INCURRIDO2
601;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;11;;#INCURRIDO2;#INCURRIDO2
602;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;11;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX5_ATRIBUTOS1;#INCURRIDO2
603;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;12;TRANSACCIONAL;TRANSACCIONAL.DBO.TABLERO_MOTOR;#EXPOSICION
604;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;12;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX5_ATRIBUTOS2;#EXPOSICION
605;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;13;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX4_PRIMA_GANADA_PYG;#UNION
606;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;13;TRANSACCIONAL;TRANSACCIONAL.DBO.AUX5_ATRIBUTOS2;#UNION
607;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;13;;#INCURRIDO2;#UNION
608;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;13;;#EXPOSICION;#UNION
609;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;14;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS2;#ATRIBUTOS
610;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;15;;#UNION;#SALIDA
611;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;15;;#ATRIBUTOS;#SALIDA
612;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;16;;#SALIDA;#AJUSTES1
613;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;17;;#AJUSTES1;#SALIDA
614;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;18;;#SALIDA;#AJUSTES2
615;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;19;;#SALIDA;#SALIDA
616;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;19;;#AJUSTES2;#SALIDA
617;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;20;;#SALIDA;#AJUSTES_NIC
618;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;21;;#SALIDA;#SALIDA
619;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;21;;#AJUSTES_NIC;#SALIDA
620;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;22;;#SALIDA;#SALIDA
621;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;22;;#AJUSTES_NIC;#SALIDA
622;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;23;;#SALIDA;#AJUSTES3
623;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;24;;#SALIDA;#SALIDA
624;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;24;;#AJUSTES3;#SALIDA
625;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;25;;#SALIDA;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
626;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;26;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;#SALIDA_BKP
627;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;27;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
628;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;27;REPORTES;REPORTES.DBO.POLIZAS_MOVILIDAD_NUEVO;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
629;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;28;SGF1034;SGF1034.GESTIONPORTAFOLIO.DBO.BASE_PYG_MOTOR;#SUCURSAL
630;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;29;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
631;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;29;;#SUCURSAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
632;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;30;;#ATRIBUTOS;TRANSACCIONAL.DBO.ATRIBUTOS
633;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;31;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
634;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;31;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
635;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;32;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
636;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;32;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
637;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;33;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
638;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;33;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
639;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;34;REPORTES;REPORTES.DBO.SURA_MOVILIDAD_TRANSACCIONAL;#SURA_MOVILIDAD_TRANSACCIONAL
640;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;35;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
641;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;35;;#SURA_MOVILIDAD_TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
642;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;36;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#MI_PRIMA_SINIESTRO_MOTOR
643;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;37;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
644;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;37;;#MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
645;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;38;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
646;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;38;;#MI_PRIMA_SINIESTRO_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
647;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;39;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
648;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;39;TRANSACCIONAL;TRANSACCIONAL.DBO.DATA_INSPECCIONES_DIFERENCIADAS_V2;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
649;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;40;SOL;SOL.S1031EBB.RSASOLDB2.TBACSTGE;#APROBADO_CIA
650;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;41;SOL;SOL.S1031EBB.RSASOLDB2.SUACSSOL;#SUACSSOL
651;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;42;;#SUACSSOL;#SUACSSOL_2
652;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;42;;#APROBADO_CIA;#SUACSSOL_2
653;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;43;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
654;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;43;;#SUACSSOL_2;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR
655;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;44;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P_EXCEL
656;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;44;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P_EXCEL
657;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;45;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C_EXCEL
658;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;45;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C_EXCEL
659;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;46;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P
660;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;46;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P
661;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;47;TRANSACCIONAL;TRANSACCIONAL.DBO.PRIMA_SINIESTROS_BALANCE_MOTOR;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C
662;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;47;TRANSACCIONAL;TRANSACCIONAL.DBO.ATRIBUTOS;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C
663;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;48;PROCESOS;PROCESOS.DBO.BASE_LDF_COMPLETO;#LDF_PIVOT
664;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;49;TRANSACCIONAL;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P_COMPLETA
665;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;49;;#LDF_PIVOT;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_P_COMPLETA
666;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;50;TRANSACCIONAL;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C_COMPLETA
667;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_TRIANGULOS_SINIESTRALIDAD;50;;#LDF_PIVOT;TRANSACCIONAL.DBO.TRIANGULOS_MOTOR_C_COMPLETA
668;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;1;SOL;SOL.S1031EBB.RSASOLDB2.SOACSPOL;TRANSACCIONAL.DBO.MI_BASE_CONVENIO_SOAP
669;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;1;SOL;SOL.S1031EBB.RSASOLDB2.SOACSCAM;TRANSACCIONAL.DBO.MI_BASE_CONVENIO_SOAP
670;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;2;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_CONVENIO_SOAP;TRANSACCIONAL.DBO.MI_BASE_CONVENIO_SOAP
671;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;2;TRANSACCIONAL;TRANSACCIONAL.DBO.CONVENIOS_SOAP;TRANSACCIONAL.DBO.MI_BASE_CONVENIO_SOAP
672;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;3;SOL;SOL.S1031EBB.RSASOLDB2.SOACSPOL;#SOAP_EXPUESTOS_1
673;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;3;SOL;SOL.S1031EBB.RSASOLDB2.SOACSVTA;#SOAP_EXPUESTOS_1
674;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;3;SOL;SOL.S1031EBB.RSASOLDB2.SOACSMVH;#SOAP_EXPUESTOS_1
675;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;3;SOL;SOL.S1031EBB.RSASOLDB2.SOACSMOV;#SOAP_EXPUESTOS_1
676;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;3;SOL;SOL.S1031EBB.RSASOLDB2.SOACSTVS;#SOAP_EXPUESTOS_1
677;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;3;SOL;SOL.S1031EBB.RSASOLDB2.TBACSTGE;#SOAP_EXPUESTOS_1
678;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;4;;#SOAP_EXPUESTOS_1;#SOAP_EXPUESTOS_2
679;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;4;TRANSACCIONAL;TRANSACCIONAL.DBO.BASE_CONTACTABILIDAD_SINACOFI;#SOAP_EXPUESTOS_2
680;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;4;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_BASE_CONVENIO_SOAP;#SOAP_EXPUESTOS_2
681;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;5;;#SOAP_EXPUESTOS_2;#SOAP_EXPUESTOS_3
682;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;5;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PERIODO;#SOAP_EXPUESTOS_3
683;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;6;;#SOAP_EXPUESTOS_3;#SOAP_EXPUESTOS_4
684;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;7;;#SOAP_EXPUESTOS_4;TRANSACCIONAL.DBO.SOAP_EXPUESTOS_FINAL
685;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;7;PROCESOS;PROCESOS.DBO.BASE_SOAP_INTERMEDIARIO;TRANSACCIONAL.DBO.SOAP_EXPUESTOS_FINAL
686;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;8;SGF1034;SGF1034.ACTUARIAL.DBO.PAGOS_RVAS;#SOAP_PAGOS_RESERVAS
687;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;9;SGF1034;SGF1034.ACTUARIAL.DBO.PAGOS_RVAS;#SOAP_PAGOS_RESERVAS
688;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;10;;#SOAP_PAGOS_RESERVAS;TRANSACCIONAL.DBO.SOAP_PAGOS_RESERVAS_FINAL
689;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;10;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_PERIODO;TRANSACCIONAL.DBO.SOAP_PAGOS_RESERVAS_FINAL
690;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;11;SGF1034;SGF1034.ACTUARIAL.DBO.SOAP_BASE;#SOAP_TIPVEH
691;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;11;SGF1034;SGF1034.ACTUARIAL.DBO.AGRUP_VEHICULOS;#SOAP_TIPVEH
692;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;12;TRANSACCIONAL;TRANSACCIONAL.DBO.SOAP_EXPUESTOS_FINAL;#SOAP_EXPUESTOS_FINAL
693;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;12;;#SOAP_TIPVEH;#SOAP_EXPUESTOS_FINAL
694;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;13;;#SOAP_EXPUESTOS_FINAL;#SOAP_EXPUESTOS_FINAL
695;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;13;TRANSACCIONAL;TRANSACCIONAL.DBO.SOAP_VENTAS_TAXI_MINIBUS;#SOAP_EXPUESTOS_FINAL
696;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;14;;#SOAP_EXPUESTOS_FINAL;#SOAP_EXPUESTOS_FINAL
697;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;14;TRANSACCIONAL;TRANSACCIONAL.DBO.SOAP_TIPO_VEHICULO;#SOAP_EXPUESTOS_FINAL
698;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;15;;#SOAP_EXPUESTOS_FINAL;#SOAP_TABLERO
699;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;15;TRANSACCIONAL;TRANSACCIONAL.DBO.SOAP_PAGOS_RESERVAS_FINAL;#SOAP_TABLERO
700;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;16;;#SOAP_TABLERO;TRANSACCIONAL.DBO.SOAP_TABLERO_BKP
701;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;17;PROCESOS;PROCESOS.DBO.BASE_PERIODOS_TRIMESTRALES_QUARTER;#QMAX
702;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;18;;#SOAP_TABLERO;TRANSACCIONAL.DBO.MI_SOAP_TABLERO_SALIDA
703;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;18;PROCESOS;PROCESOS.DBO.BASE_PERIODOS_TRIMESTRALES_QUARTER;TRANSACCIONAL.DBO.MI_SOAP_TABLERO_SALIDA
704;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_SOAP_TABLERO_V3;19;TRANSACCIONAL;TRANSACCIONAL.DBO.MI_SOAP_TABLERO_SALIDA;REPORTES.DBO.MI_SOAP_TABLERO_SALIDA
705;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;1;REPORTES;REPORTES.DBO.MI_A3_COMPLETO_FINAL;#AUXILIAR_STROS
706;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;2;;#AUXILIAR_STROS;#AUXILIAR_STROS_2
707;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;3;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#CANCELACIONES_0
708;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;4;REPORTES;REPORTES.DBO.MI_PRIMA_SINIESTRO_MOTOR;#CANCELACIONES_1
709;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;5;;#CANCELACIONES_0;#CANCELACIONES
710;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;5;;#CANCELACIONES_1;#CANCELACIONES
711;TRANSACCIONAL;TRANSACCIONAL.DBO.SP_MI_BASE_MOTOR_APTP;6;;#CANCELACIONES;#SALIDA_CANCELACIONES
